antibody_id,antibody_name,mseq,patch_cdr_hyd,ens_charge,cdr_len,Fv_chml,patch_cdr_pos,patch_cdr_neg,patch_cdr_ion,pI_3D,patch_hyd,patch_pos,patch_neg,patch_ion,mass,r_gyr,r_solv,asa_vdw,asa_hyd,asa_hph,volume,mobility,dipole_moment,hyd_moment,debye,coeff_280,coeff_fric,coeff_diff,sed_const,eccen,zeta,zdipole,zquadrupole,helicity,strand,henry,E,affinity_VL_VH,amphipathicity,ASPmax,BSA_LC_HC,DRT,HI,hyd_idx,hyd_idx_cdr,hyd_strength,hyd_strength_cdr,Packing Score
GDPa1-048,coltuximab,48,285.25909,1.9366871,62,-2.3764913,209.81415,218.44061,428.25476,6.5426965,465.10455,629.59906,507.90613,1137.5052,24.557873,17.855087,23.508356,10844.084,5706.1343,4746.2231,22446.574,-1.4084718,295.45117,398.47986,9.6188574,58580,3.9437863e-011,1.0502757e-006,2.5852516e-013,0.46369752,-2.5138693,3.9949345e-016,0.11118371,4.2561011,47.572178,1.0830307,-1511.1761,-101.52648,0.57347405,0.4622882,753.74756,0.88694161,0.66867924,3.75,-0.61900002,4.8372774,3.4823697,2.241338
GDPa1-049,concizumab,49,402.46075,-1.0303854,71,0.95273811,139.3517,433.34567,572.69739,5.5891404,627.62054,622.57568,661.57574,1284.1515,25.3025,18.014208,24.003538,11428.275,6036.0605,4957.9448,23286.793,-3.3288574,483.59018,202.17494,9.6188574,40130,4.0268587e-011,1.028613e-006,2.6087005e-013,0.47715279,-5.9313378,9.5752151e-016,0.39293528,2.5773785,45.181061,1.0848721,-1983.9304,-96.721321,0.61628205,0.51955235,746.22552,1.2308338,0.64480752,5.9860001,0.96100003,9.3059025,6.1504812,2.2206311
GDPa1-050,crenezumab,50,318.535,2.1344876,62,-0.16728243,164.3503,135.14861,299.4989,6.9462261,576.79309,576.20374,397.24475,973.44849,24.15575,18.026045,23.691906,11206.978,5735.9204,5023.8892,22199.934,-0.67860776,322.27719,292.2876,9.6188574,41620,3.974579e-011,1.0421348e-006,2.523209e-013,0.48059019,-1.2104846,2.578354e-016,0.11974003,2.3482718,44.508759,1.0837147,-2042.543,-60.999081,0.59809023,0.45511565,532.56262,0.85971451,0.5750435,6.3010001,-0.041999999,6.0949478,4.4896631,2.1985471
GDPa1-051,crizanlizumab,51,289.89838,0.0064031854,71,3.5468881,210.48265,468.63141,679.11407,5.8540602,582.83099,809.86615,730.57214,1540.4384,25.564026,18.193653,24.374498,11788.374,6225.2837,5132.2227,23448.693,-3.6969438,813.99677,596.29102,9.6188574,51590,4.0890912e-011,1.012963e-006,2.5955632e-013,0.53563648,-6.57862,1.0565023e-015,0.42934102,3.0315146,43.164898,1.0862436,-1450.4513,-61.295471,0.59717184,0.46966854,605.94324,0.85314304,1.141946,2.651,-1.789,7.9329805,3.6041613,2.2991221
GDPa1-052,cusatuzumab,52,274.6496,-3.0936744,71,1.1098717,171.34523,226.01176,397.35699,5.2989092,527.24744,412.19705,503.38718,915.58423,24.853582,17.748631,23.763792,11218.405,5880.8066,4910.7031,22818.891,-7.0921569,409.73355,605.11395,9.6188574,38640,3.9866388e-011,1.0389844e-006,2.588253e-013,0.46324709,-12.647499,2.0284273e-015,0.51854914,3.6474571,45.855713,1.0839821,-2219.0071,-90.745277,0.60248232,0.46279073,757.00299,0.81968755,1.0969579,7.04,0.65100002,6.9045925,1.9179833,2.3130035
GDPa1-053,dacetuzumab,53,267.85486,8.1326933,64,-0.10045212,281.9996,75.321022,357.32062,9.2972136,562.98315,701.74817,275.37952,977.12769,24.734615,18.205532,23.899036,11316.356,5836.3066,5057.1592,22822.992,4.6591887,208.90866,293.29916,9.6188574,49640,4.0093272e-011,1.0331079e-006,2.5612948e-013,0.46291402,8.3049698,1.2501635e-015,0.3361204,3.5615358,45.526917,1.0844845,-2038.1104,-70.307945,0.59745568,0.46147308,564.54858,0.78937846,1.2340688,6.8990002,1.242,8.2147913,2.7778003,2.1184742
GDPa1-054,daclizumab,54,258.52063,4.6759086,60,-1.2830751,232.14064,179.7341,411.87476,8.5411444,533.63745,733.5553,452.97733,1186.5326,24.268976,18.036072,23.582966,10991.018,5680.397,4903.5835,22313.197,2.6676793,300.45746,539.14362,9.6188574,44600,3.956303e-011,1.0469573e-006,2.5467668e-013,0.43383521,4.7602339,8.149467e-016,0.22656198,3.4470689,47.781235,1.0833088,-1585.389,-67.919701,0.5796414,0.48527831,579.82031,0.9677797,1.008034,4.941,0.77700001,5.7656741,2.9279215,2.2029231
GDPa1-055,dalotuzumab,55,309.77783,5.7871804,67,1.8161167,249.45528,108.79488,358.25015,8.8657742,611.74194,648.57349,362.96246,1011.5359,25.337538,18.00416,24.100117,11270.671,5915.5762,4940.6455,23445.543,4.4115639,284.45483,442.46671,9.6188574,55600,4.043061e-011,1.0244833e-006,2.6018245e-013,0.49263582,7.8580322,1.3447717e-015,0.43122661,3.2032843,47.208931,1.08523,-1887.5625,-89.186707,0.6093905,0.46124929,722.07904,0.82553506,1.0055002,9.3699999,2.408,9.3120127,4.1763854,2.1425161
GDPa1-056,daratumumab,56,413.81345,2.9412413,67,-1.0403703,180.45537,176.18373,356.6391,7.4764252,774.81708,556.82233,435.6893,992.5116,24.84255,17.739744,23.653366,10927.452,5895.7397,4623.8818,22935.387,-0.18191276,253.19431,186.04744,9.6188574,48150,3.9681133e-011,1.0438436e-006,2.5992037e-013,0.4758907,-0.32449356,2.8784069e-016,0.088496484,2.9651654,48.172318,1.0835711,-2089.218,-104.5432,0.61180311,0.53216535,801.65131,1.2679111,0.87533307,8.3950005,1.585,10.959681,5.7116079,2.2236075
GDPa1-057,denosumab,57,263.60941,5.9329834,68,-4.0407209,244.36169,130.63139,374.99307,8.5825481,620.93652,679.43018,391.43451,1070.8646,24.792425,17.9135,23.837072,11244.691,5802.6924,5007.5166,22847.627,2.6749942,283.74881,224.99022,9.6188574,44140,3.9989321e-011,1.0357932e-006,2.573954e-013,0.47206882,4.7693157,8.5196967e-016,0.33202004,2.2538021,47.738094,1.0842544,-2253.3271,-99.953255,0.60583848,0.46256512,822.14056,0.86307055,0.8242597,6.3140001,0.77399999,7.1398883,2.4436383,2.1557002
GDPa1-058,depatuxizumab,58,245.04071,4.8204575,61,6.6218839,200.25058,214.73553,414.98611,8.4941673,572.87091,683.06995,394.40695,1077.4769,24.481989,17.854061,23.490494,10811.806,5558.3657,4857.3101,22530.572,3.6712942,462.20337,329.293,9.6188574,51130,3.9407901e-011,1.0510796e-006,2.5792357e-013,0.44557315,6.5530972,1.0078269e-015,0.48601046,3.5275936,45.686939,1.0829639,-1711.7239,-77.754929,0.59303218,0.44934961,617.72723,0.74435961,1.0696894,7.381,0.79900002,6.6593399,2.6641176,2.1183279
GDPa1-059,dinutuximab,59,239.21338,5.9918852,64,-4.0647922,332.35513,143.27209,475.62726,8.6305218,600.97278,836.26495,508.07736,1344.3423,24.640947,18.012392,24.035667,11348.472,6019.2368,4916.7603,22719.469,3.6729622,341.80374,314.47211,9.6188574,38640,4.0322488e-011,1.0272447e-006,2.5371147e-013,0.47494036,6.544312,1.0614595e-015,0.34548849,2.4318945,45.304382,1.0849911,-1537.3712,-74.099365,0.59701139,0.48499206,581.09039,0.85304278,1.6972868,4.5640001,-0.375,6.724494,0,2.1938837
GDPa1-060,domagrozumab,60,294.62079,5.144937,61,-1.2047807,182.96494,164.81496,347.77991,8.2316523,666.40375,639.05103,377.26254,1016.3135,24.194698,17.743401,23.510757,10854.818,5713.9448,4755.8042,22229.053,2.3908808,286.02774,261.08096,9.6188574,50100,3.9441891e-011,1.0501781e-006,2.5467825e-013,0.43235025,4.2674732,7.3358882e-016,0.21057735,2.8952627,46.41798,1.0830395,-1858.1337,-94.296593,0.58074003,0.50494117,724.96045,1.103995,0.88927156,6.6799998,1.248,8.9108133,2.9996459,2.2515631
GDPa1-061,dostarlimab,61,460.31622,2.0373273,61,-2.0698819,131.30118,157.25043,288.55161,6.7420883,856.95972,586.82928,350.44406,937.27338,24.454088,17.774527,23.627146,11001.15,5900.4248,4708.4883,22507.902,-0.56223029,274.71466,323.43915,9.6188574,58580,3.9637148e-011,1.0449935e-006,2.5613786e-013,0.44666985,-1.0031701,2.8593151e-016,0.068798162,3.1202574,47.307022,1.0834736,-1743.9418,-104.18503,0.58977741,0.5359835,722.35565,1.2466043,1.1434733,9.2290001,2.9630001,12.933302,6.6102877,2.1538436
GDPa1-062,duligotuzumab,62,304.91644,-2.9864023,66,-2.959672,147.01425,402.86429,549.87854,5.0097551,613.5791,601.34198,593.94727,1195.2892,24.56222,17.776827,23.566147,10860.452,5773.8291,4685.4976,22544.281,-6.5872765,532.25421,344.4639,9.6188574,45630,3.9534813e-011,1.0477092e-006,2.5793907e-013,0.46131715,-11.755043,1.9297871e-015,0.44262379,2.5769978,46.259834,1.0832461,-1854.4941,-89.962929,0.60255724,0.50277561,761.04303,1.0296395,1.264264,5.224,-0.20200001,9.2097197,5.4236145,2.1221507
GDPa1-063,dupilumab,63,499.21811,2.905679,75,2.9381819,283.99771,145.34991,429.34766,7.4329166,758.06885,683.50964,457.23477,1140.7444,25.939703,18.079287,24.358702,11690.348,6097.7227,5145.4941,23899.689,-0.55144876,395.8707,245.786,9.6188574,46090,4.0864413e-011,1.0136114e-006,2.6353919e-013,0.58394206,-0.98155099,2.8715039e-016,0.15783058,2.6065183,46.139931,1.0861855,-2651.1785,-94.129585,0.62103921,0.56404412,754.98248,1.3583417,1.4779766,7.1030002,2.279,8.8850708,6.2131071,2.1953843
GDPa1-064,durvalumab,64,365.44946,2.8735988,67,-0.95642537,307.96976,255.12172,563.09149,7.5699615,698.30719,743.41614,527.38654,1270.8026,25.268496,17.788761,23.797989,11038.281,5643.6577,4967.2183,23296.32,0.25229278,249.35074,335.17184,9.6188574,58120,3.9923755e-011,1.0375047e-006,2.6277147e-013,0.49656168,0.44980693,4.4088541e-016,0.13482715,4.2938666,46.812492,1.0841091,-2574.9458,-93.452599,0.62876642,0.52177244,690.17328,1.2229536,0.7732287,5.7090001,0.26699999,12.54802,7.8787055,2.1983018
GDPa1-065,eculizumab,65,532.34497,-0.29892758,67,-0.25500813,54.91507,364.7811,419.69617,5.353333,858.26361,559.42407,600.4693,1159.8934,25.08087,18.148165,24.14217,11535.681,6137.0884,4955.4536,23095.355,-3.2402027,605.44543,413.49557,9.6188574,52620,4.0501158e-011,1.022708e-006,2.5710055e-013,0.5268364,-5.7707944,9.6870859e-016,0.41389352,2.7721033,44.532299,1.0853854,-1374.4347,-74.261429,0.59757257,0.59798253,624.91504,1.5584141,1.486636,7.8800001,4.0479999,12.253408,8.8611975,2.3028851
GDPa1-066,efalizumab,66,295.99399,6.1319647,66,-2.0105128,313.83301,243.77728,557.61029,8.5635433,612.17499,796.51074,476.86285,1273.3735,25.281168,17.855289,23.917007,11196.095,5806.3809,4996.3696,23320.033,2.840976,164.13644,498.94635,9.6188574,50100,4.0123422e-011,1.0323436e-006,2.6159541e-013,0.48910055,5.0639291,8.0814508e-016,0.2133307,3.4210286,48.870777,1.084551,-1952.855,-110.27793,0.60605556,0.47989017,796.44006,0.84166873,1.5819468,6.4770002,0.68199998,8.2464018,3.2241366,2.112154
GDPa1-067,eldelumab,67,567.47845,2.8024378,71,-1.0472565,179.97119,185.66284,365.63403,7.617991,796.51147,645.1972,458.15988,1103.3571,25.526188,18.011045,24.170124,11459.48,6023.0728,5003.2554,23503.684,0.09700302,290.3316,270.91199,9.6188574,48610,4.0548051e-011,1.021526e-006,2.6136303e-013,0.49966291,0.17308432,4.2904855e-016,0.18113568,2.6772618,44.873028,1.0854888,-2297.7937,-93.274857,0.61734253,0.53602177,751.4566,1.2865942,0.90101963,7.25,2.7750001,12.693674,10.639874,2.2047467
GDPa1-068,elezanumab,68,303.7374,2.8068655,68,1.0469828,161.38988,120.13703,281.52692,7.7365503,460.85303,566.25342,428.9744,995.22778,24.451603,17.793285,23.730568,11127.238,5847.7305,4861.1079,22397.082,0.79626942,263.13135,130.87227,9.6188574,51590,3.9810648e-011,1.0404387e-006,2.5499554e-013,0.49832025,1.4204558,5.0496065e-016,0.13175821,4.86236,43.404469,1.0838585,-1614.2522,-79.712791,0.55933011,0.51762259,561.66083,1.2260323,0.60422528,5.6199999,2.9089999,7.4772582,5.779285,2.2658856
GDPa1-069,elotuzumab,69,502.52292,0.97875202,64,-3.1061752,176.27322,221.29021,397.56342,6.4378004,789.59515,608.77972,488.21097,1096.9907,24.932016,17.964907,23.84506,11201.312,5868.2676,4906.4302,22972.6,-1.3326375,274.15036,343.96344,9.6188574,59610,4.0002723e-011,1.035452e-006,2.587594e-013,0.47872928,-2.375674,3.6229696e-016,0.1378351,2.6041603,45.808521,1.0842841,-1815.4679,-92.854813,0.61357969,0.50121355,768.66034,1.0978721,0.79166329,7.2659998,1.581,11.10012,7.4947662,2.1457813
GDPa1-070,emactuzumab,70,317.89197,3.6767123,60,-0.26736754,205.78517,220.48033,426.2655,8.1779222,527.5213,744.45007,481.0303,1225.4803,24.42304,17.871477,23.623535,11069.383,5594.4141,5056.3032,22427.533,2.7878304,482.9949,262.58136,9.6188574,48610,3.963109e-011,1.0451603e-006,2.558535e-013,0.44688794,4.9742107,8.3673414e-016,0.21901353,3.2104521,48.076893,1.08346,-2157.2515,-81.732239,0.59324712,0.44869447,610.41388,0.75881147,0.95785165,3.651,0.32699999,6.8765116,5.0269351,2.1402595
GDPa1-071,emapalumab,71,367.21613,-0.47059396,71,2.5960495,131.02908,172.51369,303.54279,6.0617971,591.80591,477.61838,432.82565,910.44403,25.291842,17.925583,24.064743,11293.343,5842.1104,5040.8403,23085.795,-3.1570942,511.78619,443.15491,9.6188574,58120,4.0371265e-011,1.0260056e-006,2.6009915e-013,0.47535852,-5.6242499,1.0021018e-015,0.3721815,3.2000668,43.913166,1.0850987,-2179.0051,-89.696701,0.59341937,0.50547272,670.99677,1.1579654,0.57942712,3.312,-0.52200001,8.4075975,5.7041011,2.2359922
GDPa1-072,emibetuzumab,72,310.43716,6.9806023,61,3.0269976,273.9986,154.54288,428.54147,9.1047707,507.18188,794.82684,392.01572,1186.8425,24.490711,17.886583,23.645351,11006.197,5605.0278,4994.1382,22507.662,4.3628645,507.45096,712.84949,9.6188574,50100,3.9667689e-011,1.0442027e-006,2.5632732e-013,0.45506853,7.7834306,1.3031072e-015,0.31226462,3.4676611,45.893639,1.0835412,-2005.7983,-79.211479,0.58475244,0.50608879,615.47437,1.0315396,1.3726189,4.9130001,1.457,6.6213274,4.2282705,2.1366954
GDPa1-073,enavatuzumab,73,354.89691,1.2857039,68,-3.091414,172.89198,259.96701,432.85898,6.4821234,680.83093,639.55377,503.10992,1142.6637,25.33296,18.086096,24.201185,11448.662,5865.8315,5155.6929,23263.346,-1.5708355,276.26434,373.18497,9.6188574,57090,4.0600162e-011,1.0202052e-006,2.5904918e-013,0.51972127,-2.7969115,6.0673812e-016,0.22410367,3.5349309,43.567467,1.0856038,-1827.8027,-85.829216,0.6040917,0.46625027,699.43768,0.90345615,0.71141225,5.381,0.65399998,9.3079863,3.8124125,2.1500373
GDPa1-074,enokizumab,74,411.80869,0.63756758,67,-3.4253988,170.89772,266.25931,437.15704,7.3701935,733.00385,634.31281,530.12488,1164.4376,25.140574,17.893366,23.856855,11228.221,5972.8018,4849.4609,23139.496,0.17455325,419.60278,295.56952,9.6188574,53080,4.002251e-011,1.0349329e-006,2.6079312e-013,0.51846623,0.31125185,5.5312247e-016,0.24271931,3.2161293,43.71796,1.0843279,-1485.1251,-107.79531,0.59090835,0.51510853,808.85852,1.0921987,1.3292732,6.8119998,2.783,10.632196,6.3043947,2.2187107
GDPa1-075,epratuzumab,75,395.1265,4.9329934,66,-3.2027147,243.78732,256.8981,500.68542,8.4271898,632.91779,760.54437,515.76654,1276.3109,25.476301,18.158726,24.225506,11506.333,5898.8418,5183.4678,23431.066,2.9221075,317.88095,509.28995,9.6188574,61100,4.0640963e-011,1.0191868e-006,2.6025487e-013,0.5633204,5.2023959,8.5669865e-016,0.43044522,3.6383197,46.856388,1.0856936,-1835.7556,-85.205811,0.60253292,0.47847527,671.55206,0.88957381,1.2386214,4.1160002,0.101,8.1396751,5.6271715,2.1656246
GDPa1-076,eptinezumab,76,594.99225,1.8635608,62,2.010838,131.52582,186.41579,317.94162,7.049099,871.67285,577.50763,399.43924,976.9469,23.887213,17.986185,23.716331,11276.72,6054.8711,4798.9775,22005.223,-1.0690169,405.62698,304.36429,9.6188574,47245,3.9786764e-011,1.0410618e-006,2.4925892e-013,0.44031477,-1.9068871,4.7219673e-016,0.12047188,4.276475,46.545757,1.0838056,-1769.6238,-63.399387,0.59120381,0.49807629,571.22961,1.1011668,0.65799975,9.0480003,3.7609999,16.138947,12.641065,2.1736732
GDPa1-077,erenumab,77,756.70483,7.6024036,79,2.03707,353.51013,133.61298,487.12311,9.4957933,891.58124,791.5799,291.26617,1082.8461,25.950556,18.307184,24.817146,12154.871,6529.9038,5190.0396,23906.279,7.9910903,258.88013,681.80487,9.6188574,50100,4.1633506e-011,9.9489375e-007,2.5878082e-013,0.67699045,14.199539,2.2462299e-015,1.6327364,3.531528,45.622505,1.0878714,-2306.9124,-74.01049,0.59493107,0.60243094,587.78906,1.6234272,1.2512513,7.5359998,1.334,13.172065,13.172065,2.1416707
GDPa1-078,etaracizumab,78,340.89566,5.6853309,62,1.7362745,122.3535,139.82707,262.18057,9.0123196,554.78851,573.62177,362.76987,936.3916,24.300102,17.861036,23.568701,10935.576,5604.1021,4920.2607,22375.451,4.4210687,448.07611,130.21025,9.6188574,42650,3.9539098e-011,1.0475839e-006,2.5515592e-013,0.44170269,7.8895993,1.3176976e-015,0.43210727,3.0012658,47.859844,1.0832558,-2346.3765,-89.249123,0.60646456,0.46610123,674.98492,0.95254898,0.40667051,5.48,0.95700002,6.2576804,4.5699129,2.1867747
GDPa1-079,etrolizumab,79,326.69907,3.9339135,62,1.991141,143.99742,225.61606,369.61346,7.8755465,645.27679,613.70746,443.0032,1056.7107,24.363676,17.803226,23.560606,10911.622,5617.5454,4885.8555,22402.699,1.4142871,431.10092,366.28842,9.6188574,45630,3.9525522e-011,1.04795e-006,2.5591286e-013,0.44808918,2.5238299,4.554484e-016,0.14095283,2.2063401,46.401829,1.0832255,-1997.1321,-78.118507,0.60173273,0.48877853,618.59644,0.94737816,1.2591459,6.1199999,1.521,8.9228315,4.7007122,2.2153246
GDPa1-080,evinacumab,80,427.39752,1.837795,71,-6.1298637,244.09776,294.18033,538.27808,7.3399186,739.07269,709.60022,509.16147,1218.7617,25.403845,17.918409,23.918009,11232.578,5942.9204,4877.1011,23375.594,-0.64706677,253.10471,219.04405,9.6188574,45630,4.0125105e-011,1.0322913e-006,2.6285148e-013,0.48741141,-1.1531643,4.9988592e-016,0.15019988,3.5705369,43.155117,1.0845549,-2006.746,-72.546997,0.61433482,0.47643098,616.45996,0.94839817,0.80592972,6.5539999,1.395,12.494369,8.1114597,2.160624
GDPa1-081,evolocumab,81,395.29782,3.0156674,63,2.8435283,177.01042,93.284805,270.29523,7.514812,479.47824,555.27374,384.81818,940.09192,23.796867,17.835825,23.638313,11184.245,5840.522,4928.519,21725.457,-0.46471629,317.08499,316.79553,9.6188574,48610,3.9655883e-011,1.0445129e-006,2.4913933e-013,0.46036837,-0.82922238,4.047359e-016,0.17176008,3.6760228,44.516502,1.0835149,-1839.8573,-73.035095,0.55324304,0.49058482,567.18396,1.0175836,0.89645398,3.622,1.326,6.9896059,6.9896059,2.208941
GDPa1-082,farletuzumab,82,412.99939,3.0837524,67,-0.85788065,102.73125,203.48085,306.2121,7.4639034,643.58783,600.69666,440.00797,1040.7046,24.892151,17.962927,23.776329,11149.962,5836.2622,4894.5713,22850.834,-0.54379213,371.25314,155.61299,9.6188574,59610,3.988742e-011,1.0384451e-006,2.5909242e-013,0.45014769,-0.96983117,2.9644324e-016,0.095686294,3.1737754,47.12249,1.0840286,-1635.7374,-85.124443,0.59213674,0.53054512,704.75909,1.2575289,0.87998456,7.5739999,3.418,9.1543455,6.6411204,2.225215
GDPa1-083,fasinumab,83,427.08276,0.91722757,64,-8.996294,221.93781,425.2352,647.17297,5.7630634,730.0177,780.26367,660.66193,1440.9257,24.814419,18.142839,24.264105,11768.263,6347.8975,4975.75,22845.623,-2.5559714,761.97943,333.95642,9.6188574,42650,4.0705713e-011,1.0175628e-006,2.5308946e-013,0.5060131,-4.5503836,8.0645705e-016,0.29408553,3.5228865,41.242119,1.0858363,-1581.8336,-81.851326,0.60625714,0.53017956,738.39771,1.1732523,1.3806318,3.4400001,0.86699998,9.9960947,6.0960717,2.2433019
GDPa1-084,fezakinumab,84,386.99283,2.0492916,71,4.0068955,238.49611,187.82838,426.32449,7.9390345,645.95135,655.47729,480.58234,1136.0596,25.048197,17.980881,24.025324,11355.021,6130.0249,4796.3115,22973.332,1.9459049,548.6983,500.84348,9.6188574,50100,4.0305138e-011,1.0276779e-006,2.5801336e-013,0.49106568,3.4671462,6.2760732e-016,0.2059828,3.8408997,42.319866,1.0849528,-1924.9517,-70.192001,0.59396207,0.52261263,579.95801,1.1773527,1.0816991,4.599,-0.53399998,13.703164,8.0307312,2.21628
GDPa1-085,ficlatuzumab,85,463.95834,0.63982719,63,4.6003265,182.84239,191.7285,374.57089,6.2538862,781.4895,612.03149,528.96863,1141.0001,24.849195,18.115068,23.961918,11427.833,5988.9268,5003.5742,22825.166,-2.3815398,531.01105,417.72794,9.6188574,50100,4.0198764e-011,1.0304e-006,2.5664152e-013,0.4534331,-4.2439985,7.9206644e-016,0.16810831,2.0711117,43.178589,1.0847178,-1650.6586,-85.300301,0.59730965,0.52078724,693.40765,1.1628182,1.1042429,4.2610002,0.73000002,12.027048,7.4642758,2.0551975
GDPa1-086,figitumumab,86,438.50906,5.9804778,70,-6.0793462,299.43301,178.15062,477.58362,8.5096598,776.4726,732.39886,399.29041,1131.6892,25.437366,17.810154,24.113333,11481.996,5965.7456,5069.0293,23390.57,2.9730225,173.9229,289.50989,9.6188574,50100,4.045278e-011,1.0239413e-006,2.6106938e-013,0.55840182,5.295486,8.709855e-016,0.26993319,2.4187546,43.427124,1.0852786,-2402.4612,-94.158463,0.60942525,0.52912241,743.47577,1.2442384,0.90951997,5.7849998,1.497,9.6370449,4.124424,2.1958668
GDPa1-087,fletikumab,87,363.85992,1.0431859,72,-2.6590714,104.92834,302.75537,407.68372,6.8836865,567.68866,655.0434,535.8573,1190.9006,25.609682,17.93042,24.179495,11477.666,6013.1284,5044.6299,23525.586,-1.665733,532.23492,300.90417,9.6188574,52620,4.0563775e-011,1.0211299e-006,2.6211623e-013,0.55591625,-2.9664719,6.4112326e-016,0.26379406,3.1205902,43.284943,1.0855235,-1941.4808,-100.13943,0.60304344,0.49753898,751.04578,0.98316079,1.3580991,5.2249999,0.97000003,7.055706,4.655067,2.2232139
GDPa1-088,foralumab,88,466.97849,8.7168922,64,4.7931538,315.99265,180.48685,496.47949,9.6353254,772.19324,804.28101,417.89871,1222.1797,24.994867,17.94759,23.843243,11134.366,5812.4897,4910.0991,23131.213,7.6326494,518.01263,344.57669,9.6188574,58120,3.9999674e-011,1.0355279e-006,2.5943071e-013,0.45769122,13.607752,2.5108564e-015,0.70757294,2.1204863,44.359688,1.0842773,-2460.6318,-102.05013,0.61831188,0.49193597,753.66907,1.1041721,0.41738883,7.4039998,1.477,10.163051,6.8727837,2.2561538
GDPa1-089,fremanezumab,89,446.61279,2.8368037,67,-4.8792973,273.51318,226.84492,500.35812,7.4899836,772.70471,681.35614,461.64542,1143.0016,25.178274,17.802559,23.830246,11051.8,5982.6465,4653.1934,23261.676,0.12810537,302.15634,246.25909,9.6188574,53080,3.9977868e-011,1.0360894e-006,2.6147609e-013,0.50369751,0.22852932,2.7054142e-016,0.093415238,3.7420869,46.074245,1.0842291,-2240.0203,-97.310715,0.61564034,0.53083694,734.67169,1.2892853,0.69691217,9.382,1.819,11.771551,6.533915,2.2556241
GDPa1-090,fresolimumab,90,541.52716,0.68680477,66,-1.1938723,177.61505,256.43512,434.05017,5.7059608,859.26141,645.27826,543.44641,1188.7246,24.564106,17.929417,23.78441,11176.498,6011.5396,4746.3262,22651.57,-2.5038881,377.22198,738.50494,9.6188574,40130,3.9900978e-011,1.0380849e-006,2.5558922e-013,0.46303692,-4.4650388,6.9643457e-016,0.32153207,1.7839032,45.285126,1.0840588,-2015.3351,-90.17099,0.60366637,0.58525074,670.80457,1.4094865,1.9338239,7.2360001,3.6849999,13.546148,10.438171,2.1815748
GDPa1-091,fulranumab,91,368.14838,2.9531901,68,-0.86619544,261.68036,211.42097,473.10132,7.7770433,689.23505,724.57458,471.96786,1196.5424,25.122826,17.995573,24.072042,11356.489,5977.0122,4972.0122,23140.775,0.69302177,243.12665,103.15461,9.6188574,48610,4.0383509e-011,1.0256927e-006,2.5828219e-013,0.50705147,1.2345723,3.6893902e-016,0.17502524,2.549602,46.01981,1.0851258,-1853.2628,-90.303116,0.61563826,0.48505136,668.77155,0.98362952,0.90317357,7.2740002,1.673,9.0628614,5.453938,2.2745602
GDPa1-092,galcanezumab,92,446.46747,5.6589475,64,-0.25305167,277.07675,234.80453,511.88132,8.7826862,654.10736,801.21692,489.38907,1290.606,24.653215,17.979214,23.83695,11272.446,5935.1069,4928.8672,22725.607,3.8579168,326.82635,93.312393,9.6188574,51590,3.9989116e-011,1.0358098e-006,2.5595425e-013,0.47732878,6.8783703,1.1371897e-015,0.30939275,3.0312552,44.757538,1.0842538,-1458.8297,-79.039993,0.58204067,0.53076917,615.16138,1.2216982,1.1065758,6.7859998,3.01,8.2849646,6.3737307,2.1410351
GDPa1-093,galiximab,93,516.04681,0.73349524,76,2.6924419,242.47469,76.729912,319.20459,6.1104298,715.40009,565.98163,352.09763,918.07922,25.27984,18.021444,24.347975,11569.286,6499.7178,4665.6787,23261.016,-2.3059866,232.91849,210.80734,9.6188574,52620,4.084642e-011,1.0140571e-006,2.5694814e-013,0.54179758,-4.1042957,6.5712906e-016,0.39799055,5.2343659,45.715435,1.086146,-1694.7919,-85.210876,0.58129066,0.61916876,671.48254,1.7474527,1.1009291,9.8389997,1.618,9.3617477,6.8549032,2.093318
GDPa1-094,ganitumab,94,307.51407,3.4902277,69,3.6191409,203.66119,81.47036,285.13156,8.0633488,614.96576,604.76532,306.14813,910.91345,25.065956,17.949745,23.978813,11197.449,6015.0903,4787.8789,23105.211,3.0127549,470.82413,621.16528,9.6188574,59025,4.022711e-011,1.0296615e-006,2.5869465e-013,0.50298071,5.3687959,8.4472732e-016,0.39114371,1.6698866,45.250237,1.0847806,-1687.2245,-93.893867,0.59167969,0.465994,693.90759,0.87190169,0.89454061,7.1129999,-0.68900001,6.2113056,3.917995,2.1672862
GDPa1-095,gantenerumab,95,222.01175,7.7784977,72,3.8549073,369.44156,110.65892,480.10049,9.2746344,525.34552,765.38538,393.53305,1158.9185,25.35014,17.91551,23.965782,11220.449,5781.9331,5018.8828,23394.773,6.3833032,519.75989,261.14487,9.6188574,44600,4.0205249e-011,1.0302454e-006,2.6177595e-013,0.52145547,11.375591,2.2159134e-015,0.49202791,3.5202405,47.897636,1.0847319,-2255.5879,-99.537056,0.59944606,0.46096292,797.59949,0.79737598,1.1668351,8.1829996,2.6110001,5.2088695,1.1761597,2.096936
